instance_id,course_code,course_name,ects_credits,provider,start_date,end_date,instructor_name,instructor_email,location,description,enrollment
4145,UDG-CS-116B-25AB71,Fluid Mechanics,5,University of Girona,2022-02-04,2022-06-04,Prof. Albert Vidal,albert.vidal@udg.edu,Aula Magna,"This course introduces students to the core concepts of fluid mechanics through lectures, exercises and a final project.",142
4146,udg-math-127b-931E49,Unknown Course,5,University of Girona,2023-09-10,2024-03-10,Dr. Roger Roca,roger.roca@udg.edu,Edifici P1,"This course introduces students to the core concepts of climate science through lectures, exercises and a final project.",26
4147,UDG-BIO-139B-AB65BE,Environmental Policy,3,University of Girona,2023-09-15,2023-11-15,Prof. Dr. Albert Ferrer,,Campus Montilivi A,"This course introduces students to the core concepts of environmental policy through lectures, exercises and a final project.",126
4148,UDG-ART-133B-FA533E,Biophysics,5,University of Girona,2025-01-27,2025-04-27,Dr. Guillem Roca,guillem.roca@udg.edu,Edifici Jaume II,Foundational survey of biophysics. Prerequisites include basic mathematics and programming proficiency.,264
4149,UDG-PHYS-118B-30C0C1,Developmental Psychology,9,University of Girona,2022-06-18,2022-11-18,Prof. Oriol Mas,oriol.mas@udg.edu,Sala Multimèdia,"This course introduces students to the core concepts of developmental psychology through lectures, exercises and a final project.",283
4150,UDG-ENG-133B-7335BD,Graph Algorithms,4,University of Girona,2025-08-08,2027-08-08,Dr. Roger Bonet,roger.bonet@udg.edu,Edifici P2,Graph Algorithms is an undergraduate course exploring foundational topics and selected case studies.,146
4151,UDG-BIO-134B-3F2485,Neuroscience,36,University of Girona,2023-01-04,2023-06-04,Prof. Dr. Jordi Vila,jordi.vila@udg.edu,Biblioteca Barri Vell,"An advanced module covering theory and practice in neuroscience, with emphasis on real-world applications.",140
4152,UDG-ECO-105B-515E59,Statistical Physics,12,University of Girona,2022-08-06,2023-02-06,Prof. Dr. Guillem Costa,guillem.costa@udg.edu,Edifici P1,"An advanced module covering theory and practice in statistical physics, with emphasis on real-world applications.",250
4153,UDG-MATH-133B-2627C4,Game Theory III,3,University of Girona,,2022-10-04,Prof. Laia Serra,laia.serra@udg.edu,Campus Montilivi A,"Graduate-level seminar on game theory iii; students read papers, complete assignments and present a final project.",118
4154,UDG-ENG-123B-A9A47F,Compiler Construction,9,University of Girona,2023-09-28,2024-01-28,Prof. Pau Pujol,pau.pujol@udg.edu,Lab Informàtica,Foundational survey of compiler construction. Prerequisites include basic mathematics and programming proficiency.,42
4155,UDG-MATH-128B-E6026C,Cybersecurity Fundamentals III,0,University of Girona,2024-05-07,2024-07-07,Prof. Pere Martí,pere.marti@udg.edu,En línia (Zoom),Cybersecurity Fundamentals III is an undergraduate course exploring foundational topics and selected case studies.,24
4156,UDG-ART-125B-26F7B6,Modern Architecture,12,University of Girona,2025-10-16,2026-04-16,Prof. Dr. Mar Font,mar.font@udg.edu,Edifici P2,"Graduate-level seminar on modern architecture; students read papers, complete assignments and present a final project.",26
4157,UDG-MATH-108B-BE8130,Evolutionary Biology,4,University of Girona,2024-03-17,2024-05-17,Dr. Mar Vila,mar.vila@udg.edu,Edifici Jaume II,Foundational survey of evolutionary biology. Prerequisites include basic mathematics and programming proficiency.,140
4158,UDG-ART-127B-406186,Control Systems,12,University of Girona,2022-07-22,2022-10-22,Prof. Guillem Vila,guillem.vila@udg.edu,Aula 1.1,"This course introduces students to the core concepts of control systems through lectures, exercises and a final project.",100
4159,UDG-LAW-103B-45B622,Human Computer Interaction,8,University of Girona,2023-09-24,2023-12-24,Prof. Aina Puig,aina.puig@udg.edu,Aula 1.1,"An advanced module covering theory and practice in human computer interaction, with emphasis on real-world applications.",293
4160,UDG-CS-101B-F54673,Econometrics,3,University of Girona,2025-06-09,2025-09-09,Prof. Dr. Oriol Camps,oriol.camps@udg.edu,Sala Multimèdia,This module develops both theoretical understanding and hands-on skills in econometrics via weekly lab sessions.,58
4161,UDG-PHYS-107B-33BA36,Immunology,3,University of Girona,2023-02-22,2023-04-22,Prof. Dr. Laura Gispert,laura.gispert@udg.edu,Edifici P1,"Graduate-level seminar on immunology; students read papers, complete assignments and present a final project.",248
4162,UNKNOWN-A77D95,Toxicology,3,University of Girona,2025-04-26,2025-08-26,Prof. Dr. Laia Soler,laia.soler@udg.edu,Edifici P1,Foundational survey of toxicology. Prerequisites include basic mathematics and programming proficiency.,250
4163,UDG-PHYS-129B-692C65,Medieval Europe III,35,University of Girona,2024-07-01,2024-11-01,Prof. Laura Vidal,laura.vidal@udg.edu,Campus Montilivi A,"An advanced module covering theory and practice in medieval europe iii, with emphasis on real-world applications.",59
4164,UDG-LAW-101B-A75DF6,Speech Recognition,5,University of Girona,2022-06-13,2022-10-13,Prof. Núria Carbó,nuria.carbo@udg.edu,Edifici P2,Foundational survey of speech recognition. Prerequisites include basic mathematics and programming proficiency.,170
4165,UDG-BIO-140B-C8B9B5,23107,9,University of Girona,2023-10-12,2024-03-12,Dr. Carla Mas,carla.mas@udg.edu,Sala de Graus,Climate Science is an undergraduate course exploring foundational topics and selected case studies.,123
4166,UDG-LAW-135B-6FE4F1,Composition Studies,9,University of Girona,2024-09-07,2025-02-07,Prof. Dr. Oriol García,oriol.garcia@udg.edu,Sala Conferències,Composition Studies is an undergraduate course exploring foundational topics and selected case studies.,100
4167,UDG-ENG-128B-645AB2,Complexity Theory,12,University of Girona,2023-09-28,2024-03-28,Prof. Júlia Soler,julia.soler@udg.edu,Laboratori Química 3,"Graduate-level seminar on complexity theory; students read papers, complete assignments and present a final project.",261
4168,UDG-GEO-102B-692390,Cybersecurity Fundamentals,5,University of Girona,2024-03-11,2024-09-11,Prof. Arnau Serra,arnau.serra@udg.edu,Aula 1.1,"This course introduces students to the core concepts of cybersecurity fundamentals through lectures, exercises and a final project.",152
4169,UDG-MED-111B-5C63D1,Mobile Application Development,9,University of Girona,2023-10-12,2024-02-12,Prof. Dr. Oriol Puig,oriol.puig@udg.edu,Aula Magna Politècnica,This module develops both theoretical understanding and hands-on skills in mobile application development via weekly lab sessions.,267
4170,UDG-LAW-148B-66E30B,Modern History,12,University of Girona,1995-09-01,1996-01-15,Prof. Dr. Sergi Pla,sergi.pla@udg.edu,Edifici P1,"Graduate-level seminar on modern history; students read papers, complete assignments and present a final project.",157
4171,UDG-ARCH-133B-D7B12E,Pathology,6,University of Girona,2023-11-28,2024-03-28,Prof. Albert Rovira,albert.rovira@udg.edu,Edifici P4,Pathology is an undergraduate course exploring foundational topics and selected case studies.,169
4172,UDG-MED-124B-4142DA,Cell Biology,4,University of Girona,2025-05-09,2025-08-09,Prof. Laura Font,laura.font@udg.edu,Campus Montilivi A,"This course introduces students to the core concepts of cell biology through lectures, exercises and a final project.",250
4173,UDG-LAW-107B-D3F374,Systems Biology,5,University of Girona,2025-07-06,2025-09-06,Dr. Guillem Serra,guillem.serra@udg.edu,Sala Conferències,"An advanced module covering theory and practice in systems biology, with emphasis on real-world applications.",255
4174,UDG-LAW-104B-323A08,Health Informatics,3,University of Girona,2024-08-27,2024-12-27,Prof. Dr. Laia Pla,laia.pla@udg.edu,Edifici P1,This module develops both theoretical understanding and hands-on skills in health informatics via weekly lab sessions.,48
4175,UDG-ECO-133B-E319D1,Developmental Psychology,3,University of Girona,2025-04-22,2025-06-22,Prof. Dr. Clàudia Vila,claudia.vila@udg.edu,Lab Informàtica,Foundational survey of developmental psychology. Prerequisites include basic mathematics and programming proficiency.,209
4176,UDG-ENG-130B-EA6046,Computational Geometry,3,University of Girona,2022-05-18,2024-05-18,Prof. Dr. Sergi Riera,sergi.riera@udg.edu,Sala de Graus,This module develops both theoretical understanding and hands-on skills in computational geometry via weekly lab sessions.,220
4177,UDG-MATH-107B-94BC01,Public Health,5,University of Girona,2025-01-19,2025-06-19,Dr. Mar García,mar.garcia@udg.edu,Lab Informàtica,"An advanced module covering theory and practice in public health, with emphasis on real-world applications.",125
4178,UDG-BIO-127B-4EFD93,Speech Recognition,4,University of Girona,2022-08-10,2022-12-10,Prof. Dr. Ona Serra,ona.serra@udg.edu,Edifici P1,"An advanced module covering theory and practice in speech recognition, with emphasis on real-world applications.",256
4179,UDG-BIO-123B-65D1D1,Computer Graphics,9,University of Girona,2023-12-16,2024-06-16,Dr. Guillem Ferrer,guillem.ferrer@udg.edu,Aula Magna,"Graduate-level seminar on computer graphics; students read papers, complete assignments and present a final project.",164
4180,UDG-LAW-106B-502892,DevOps Engineering,10,University of Girona,2023-05-07,2023-08-07,Dr. Guillem Pla,guillem.pla@udg.edu,En línia (Zoom),This module develops both theoretical understanding and hands-on skills in devops engineering via weekly lab sessions.,272
4181,UDG-ARCH-123B-262BF3,Optics,10,University of Girona,2022-05-23,2022-10-23,Prof. Guillem Riera,guillem.riera@udg.edu,Campus Montilivi A,Foundational survey of optics. Prerequisites include basic mathematics and programming proficiency.,72
4182,UDG-CS-118B-142333,Analytical Chemistry,4,University of Girona,2025-04-20,2025-10-20,Prof. Pere Casas,pere.casas@udg.edu,En línia (Zoom),"This course introduces students to the core concepts of analytical chemistry through lectures, exercises and a final project.",259
4183,UDG-PHYS-117B-9F621C,Social Psychology,12,University of Girona,2024-01-05,2024-07-05,Prof. Núria Costa,nuria.costa@udg.edu,Biblioteca Barri Vell,"An advanced module covering theory and practice in social psychology, with emphasis on real-world applications.",243
4184,UDG-HIST-124B-5485F9,International Trade,5,University of Girona,2022-03-08,2022-05-08,Prof. Guillem Bonet,guillem.bonet@udg.edu,Biblioteca Barri Vell,"Graduate-level seminar on international trade; students read papers, complete assignments and present a final project.",207
4185,UDG-BIO-131B-9E9C19,Solid State Physics,6,University of Girona,2022-10-04,2023-01-04,Prof. Dr. Mar Carbó,,Lab Informàtica,This module develops both theoretical understanding and hands-on skills in solid state physics via weekly lab sessions.,276
4186,UDG-LAW-122B-275A7B,Public Health,9,University of Girona,2022-04-19,2022-07-19,Prof. Pau Costa,pau.costa@udg.edu,Campus Montilivi A,This module develops both theoretical understanding and hands-on skills in public health via weekly lab sessions.,240
4187,UDG-ART-105B-F06B78,Contract Law,8,University of Girona,2025-08-14,2026-01-14,Prof. Dr. Jordi Costa,jordi.costa@udg.edu,Aula 2.3,"An advanced module covering theory and practice in contract law, with emphasis on real-world applications.",148
4188,UDG-ENG-121B-2E93EE,Computational Chemistry,6,University of Girona,2023-09-23,2024-02-23,Dr. Mar Casas,mar.casas@udg.edu,Sala Conferències,This module develops both theoretical understanding and hands-on skills in computational chemistry via weekly lab sessions.,282
4189,UDG-LAW-137B-29DAA5,Political Theory,12,University of Girona,2024-01-15,2024-05-15,Prof. Dr. Clàudia Martí,claudia.marti@udg.edu,Biblioteca Barri Vell,"An advanced module covering theory and practice in political theory, with emphasis on real-world applications.",80
4190,UDG-ART-131B-433675,Heat Transfer,6,University of Girona,2024-01-08,2024-07-08,Prof. Roger Pujol,roger.pujol@udg.edu,Aula 2.3,"Graduate-level seminar on heat transfer; students read papers, complete assignments and present a final project.",168
4191,UDG-GEO-127B-0199EE,Introduction to Algorithms,84,University of Girona,2023-11-19,2024-03-19,Prof. Dr. Sergi Sala,sergi.sala@udg.edu,Aula 2.3,Introduction to Algorithms is an undergraduate course exploring foundational topics and selected case studies.,96
4192,UDG-MATH-125B-6B5D4D,Electromagnetism,4,University of Girona,2025-12-14,2026-06-14,Prof. Ona Sala,ona.sala@udg.edu,En línia (Zoom),"Graduate-level seminar on electromagnetism; students read papers, complete assignments and present a final project.",
4193,UDG-PHYS-120B-DD9EC4,Knowledge Representation,3,University of Girona,2023-04-13,2023-07-13,Dr. Sergi Font,sergi.font@udg.edu,Edifici P1,This module develops both theoretical understanding and hands-on skills in knowledge representation via weekly lab sessions.,103
4194,UDG-GEO-122B-1C611C,Discourse Analysis,6,University of Girona,2024-01-26,2024-07-26,Prof. Dr. Laura Font,,Edifici Jaume II,"Graduate-level seminar on discourse analysis; students read papers, complete assignments and present a final project.",
4195,UDG-LAW-124B-B859E6,Natural Language Processing,10,University of Girona,2022-04-20,2022-07-20,Prof. Marc Pla,marc.pla@udg.edu,Edifici P4,"This course introduces students to the core concepts of natural language processing through lectures, exercises and a final project.",186
4196,UDG-HIST-111B-A8B241,Mobile Application Development,4,University of Girona,2023-04-20,2023-10-20,Prof. Dr. Roger Camps,roger.camps@udg.edu,Lab Informàtica,"Graduate-level seminar on mobile application development; students read papers, complete assignments and present a final project.",271
4197,UDG-BIO-137B-FF3B2E,Signal Processing,6,University of Girona,1995-09-01,1996-01-15,Prof. Dr. Laura Casas,laura.casas@udg.edu,Sala Conferències,"An advanced module covering theory and practice in signal processing, with emphasis on real-world applications.",165
4198,UDG-GEO-114B-7FEB37,Differential Equations,5,University of Girona,2022-08-19,2022-10-19,Prof. Dr. Júlia Vila,julia.vila@udg.edu,Biblioteca Barri Vell,"This course introduces students to the core concepts of differential equations through lectures, exercises and a final project.",273
4199,UDG-HIST-125B-607116,Neuroscience,4,University of Girona,2023-11-01,2024-03-01,Dr. Mar Font,mar.font@udg.edu,Aula Magna Politècnica,"This course introduces students to the core concepts of neuroscience through lectures, exercises and a final project.",87
4200,UDG-GEO-125B-3F7F7B,Optimization Theory,5,University of Girona,2027-09-01,2032-12-10,Prof. Joan Mas,joan.mas@udg.edu,Edifici P1,"This course introduces students to the core concepts of optimization theory through lectures, exercises and a final project.",243
4201,UDG-PHYS-124B-E9B8C6,Art History,5,University of Girona,2025-12-03,2025-12-03,Prof. Dr. Aina Vila,aina.vila@udg.edu,Edifici P4,"An advanced module covering theory and practice in art history, with emphasis on real-world applications.",234
